FIPS	relig	civic	bus	pol	prof	labor	bowl	fitns	golf	sport	pop	respn	nccs	assn	pvote
1099	30	1	1	N/A	N/A	N/A	N/A	1	1	N/A	21897	1.552724117	0.56	79	0.65026394
1101	194	26	41	8	36	12	1	19	4	1	226389	1.510674105	0.74	1486	0.658076454
1103	114	9	3	1	2	6	2	9	4	N/A	119656	1.253593635	0.75	386	0.698395888
1105	9	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9855	1.116184678	0.41	25	0.697336838
1107	22	N/A	N/A	N/A	N/A	1	N/A	1	2	N/A	20339	1.278332268	0.57	73	0.702109027
1109	29	N/A	1	N/A	N/A	N/A	N/A	2	2	N/A	33090	1.027500756	0.59	136	0.668481091
1111	21	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	22486	1.067330784	0.64	56	0.638893998
1113	44	1	3	N/A	N/A	3	N/A	3	N/A	N/A	59712	0.904340836	0.68	120	0.558031103
1115	67	2	4	N/A	N/A	N/A	N/A	2	2	N/A	86561	0.8895461	0.71	198	0.613476103
1117	156	7	14	1	3	5	1	27	8	N/A	206199	1.076629858	0.8	638	0.699295743
1119	13	N/A	N/A	1	1	N/A	N/A	1	2	N/A	13243	1.359208639	0.48	91	0.682391769
1121	82	5	2	1	N/A	5	1	N/A	2	N/A	81258	1.206035098	0.71	240	0.636762072
1123	53	1	1	N/A	N/A	N/A	1	1	2	N/A	41112	1.435104106	0.66	120	0.681303986
1125	188	15	7	1	2	10	2	17	6	N/A	202519	1.224576459	0.74	773	0.641048177
1127	80	1	2	N/A	N/A	3	1	4	1	N/A	65567	1.403144875	0.7	211	0.617399944
1129	22	N/A	1	N/A	N/A	3	N/A	N/A	1	N/A	16863	1.601138587	0.53	63	0.62398807
1131	8	N/A	1	N/A	N/A	2	N/A	N/A	N/A	N/A	11052	0.995294969	0.47	58	0.69979716
1133	24	N/A	1	N/A	N/A	N/A	1	1	N/A	N/A	24101	1.120285465	0.57	66	0.585107663
2013	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3317	0.904431715	0.46	8	0.34519573
2016	1	N/A	2	N/A	N/A	2	N/A	N/A	N/A	N/A	5751	0.869414015	0.48	24	0.483271375
2020	153	44	23	19	17	37	3	41	1	3	300357	1.135315641	0.73	2004	0.602200041
2050	2	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17923	0.390559616	0.49	51	0.501894521
2060	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	946	1.057082452	0.64	14	0.42183908
2068	1	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	1903	2.101944298	0.37	22	0.613884108
2070	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4994	0.600720865	0.5	28	0.470705726
2090	52	17	6	1	2	9	1	11	2	1	99371	1.026456411	0.64	610	0.561264936
2100	1	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	2566	1.558846454	0.46	47	0.602232143
2105	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2091	N/A	0.39	N/A	0.631767109
2110	22	8	8	2	3	6	1	9	1	N/A	32625	1.83908046	0.75	349	0.654436451
2122	45	16	8	N/A	2	3	1	10	4	1	57638	1.561469864	0.52	445	0.620490792
2130	9	6	5	N/A	1	N/A	N/A	3	N/A	N/A	13781	1.741528191	0.7	118	0.582529005
2150	12	3	3	N/A	N/A	1	N/A	N/A	N/A	N/A	14007	1.356464625	0.72	113	0.548370475
2164	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1629	0.613873542	0.64	13	0.474874372
2170	50	13	7	2	1	N/A	1	6	2	1	98285	0.844482881	0.53	449	0.613138686
2180	3	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9833	0.915285264	0.5	53	0.539518318
2185	4	3	1	N/A	N/A	N/A	N/A	1	N/A	N/A	9713	0.926593226	0.36	27	0.474788041
2188	1	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7748	0.903458957	0.5	20	0.503822265
2195	2	3	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3184	2.198492462	0.64	N/A	0.58194864
2198	3	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6384	1.409774436	0.64	N/A	0.630035545
2220	7	5	2	N/A	N/A	N/A	N/A	1	1	N/A	8881	1.801598919	0.63	102	0.610732433
2230	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1038	2.89017341	0.41	N/A	0.538613861
2240	6	1	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6978	1.289767842	0.18	66	0.601841197
2261	9	5	2	N/A	N/A	N/A	N/A	2	N/A	N/A	9493	1.896133993	0.57	141	0.569739953
2270	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8053	0.620886626	0.64	21	0.633448184
2275	1	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	2360	1.271186441	0.64	N/A	0.541013269
2282	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	634	1.577287066	0.42	N/A	0.484234234
2290	2	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5563	0.719036491	0.64	39	0.617922032
4001	16	3	1	N/A	2	N/A	N/A	N/A	N/A	N/A	71858	0.30615937	0.4	170	0.509535231
4003	86	11	6	N/A	N/A	N/A	N/A	8	3	N/A	127321	0.895374683	0.7	587	0.594200623
4005	81	11	8	1	1	3	2	9	8	N/A	137637	0.900920537	0.61	594	0.614346012
4007	32	7	1	N/A	1	2	1	1	3	N/A	53139	0.903291368	0.55	256	0.626632233
4009	11	4	N/A	N/A	N/A	N/A	1	1	1	N/A	37958	0.474208336	0.62	112	0.579685446
4011	5	1	N/A	N/A	N/A	N/A	1	N/A	1	N/A	9323	0.858092889	0.46	25	0.612261636
4012	8	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20314	0.49227134	0.39	84	0.539612345
4013	1177	171	123	28	79	61	27	321	141	14	4090022	0.523713564	0.72	11695	0.630136955
4015	67	21	11	N/A	N/A	N/A	2	14	5	N/A	203331	0.590170707	0.57	567	0.53094165
4017	52	8	5	N/A	N/A	1	1	2	6	N/A	108119	0.693680112	0.42	333	0.556248422
4019	341	58	28	6	17	25	9	117	33	N/A	1004244	0.631320675	0.72	3684	0.643221774
4021	85	16	10	2	1	3	1	9	17	1	396521	0.365680506	0.63	635	0.572486594
4023	18	2	3	N/A	N/A	N/A	N/A	2	1	N/A	46661	0.557210518	0.66	174	0.544057257
4025	130	22	11	2	2	1	2	25	8	1	218852	0.932136787	0.66	1164	0.694394051
4027	52	9	6	1	N/A	2	1	8	4	N/A	203483	0.407896483	0.63	400	0.471744444
5001	26	1	2	N/A	N/A	N/A	2	1	2	N/A	18564	1.831501832	0.6	116	0.689823667
5003	24	1	4	N/A	N/A	3	1	N/A	1	N/A	20926	1.62477301	0.65	89	0.722521208
5005	31	4	3	N/A	N/A	N/A	1	4	2	N/A	40842	1.101806963	0.73	202	0.700485367
5007	162	10	7	1	N/A	N/A	5	25	7	N/A	242868	0.893489468	0.77	787	0.682667379
5009	43	2	2	N/A	1	N/A	1	2	1	N/A	37152	1.399655469	0.75	219	0.726813374
5011	16	N/A	2	N/A	N/A	1	N/A	1	1	N/A	11061	1.898562517	0.51	42	0.700825178
5013	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5188	1.542020046	0.48	20	0.598898072
5015	32	2	2	N/A	N/A	N/A	N/A	1	1	N/A	27722	1.370752471	0.65	128	0.737204083
5017	10	1	2	N/A	N/A	N/A	1	N/A	2	N/A	11217	1.426406348	0.59	55	0.6468407
5019	32	1	1	N/A	N/A	2	N/A	2	1	N/A	22699	1.718137363	0.67	143	0.720998028
5021	21	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	15176	1.581444386	0.73	52	0.554229935
5023	31	2	2	1	N/A	N/A	1	1	4	N/A	25664	1.636533666	0.67	114	0.685682327
5025	6	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8424	0.949667616	0.66	33	0.695930109
5027	30	3	2	N/A	N/A	2	N/A	2	1	N/A	24102	1.65961331	0.66	128	0.71590823
5029	29	1	2	N/A	N/A	N/A	N/A	1	1	N/A	21030	1.616737993	0.7	102	0.695832208
5031	68	5	3	2	N/A	3	1	8	2	N/A	102671	0.896066075	0.74	317	0.565173207
5033	41	2	1	N/A	N/A	2	N/A	5	2	N/A	61670	0.859413005	0.69	203	0.660052571
5035	32	4	3	N/A	N/A	N/A	N/A	2	1	N/A	49558	0.847491828	0.64	163	0.63003166
5037	29	1	1	N/A	N/A	N/A	N/A	1	1	N/A	17187	1.920055856	0.69	70	0.661616162
5039	15	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	7757	2.320484723	0.54	40	0.681095406
5041	16	N/A	3	N/A	N/A	1	N/A	N/A	2	N/A	12215	1.801064265	0.57	86	0.611172566
5043	15	2	2	N/A	N/A	1	N/A	N/A	1	N/A	18729	1.121255807	0.54	98	0.705788466
5045	89	3	4	N/A	1	1	1	5	4	N/A	120878	0.89346283	0.73	382	0.612570551
5047	17	1	3	N/A	N/A	N/A	N/A	N/A	1	N/A	17766	1.238320387	0.63	63	0.704741379
5049	9	N/A	1	N/A	N/A	N/A	1	1	N/A	N/A	12139	0.988549304	0.59	42	0.643976075
5051	83	6	5	1	1	4	2	5	3	N/A	97185	1.131861913	0.72	442	0.651179151
5053	17	N/A	2	N/A	N/A	2	N/A	1	1	N/A	18115	1.269666023	0.65	55	0.727813974
5055	37	1	1	1	1	N/A	1	4	2	N/A	43729	1.097669739	0.76	110	0.699344412
5057	19	4	1	N/A	N/A	N/A	N/A	1	1	N/A	22317	1.165031142	0.61	76	0.681804748
5059	30	1	2	N/A	N/A	3	N/A	1	1	N/A	33333	1.1400114	0.61	111	0.635045965
5061	15	1	2	1	N/A	N/A	N/A	1	1	N/A	13460	1.560178306	0.6	58	0.679975617
5063	36	5	4	N/A	N/A	N/A	N/A	1	1	1	37061	1.29516203	0.69	166	0.639812139
5065	18	2	2	N/A	N/A	N/A	N/A	N/A	2	N/A	13488	1.779359431	0.56	65	0.758878505
5067	16	1	2	N/A	N/A	N/A	N/A	1	2	N/A	17503	1.256927384	0.72	67	0.551180291
5069	74	8	1	N/A	1	13	1	1	2	N/A	72377	1.395470937	0.68	387	0.682527418
5071	16	N/A	3	N/A	N/A	N/A	N/A	1	1	N/A	26013	0.807288663	0.61	93	0.690837741
5073	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7128	1.122334456	0.56	24	0.686430748
5075	15	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	16985	1.059758611	0.67	62	0.64516129
5077	11	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	9787	1.430468989	0.51	30	0.648484848
5079	10	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	13982	0.929766843	0.54	24	0.655293704
5081	10	N/A	2	N/A	N/A	3	N/A	N/A	2	N/A	12531	1.356635544	0.58	52	0.723328082
5083	22	1	3	N/A	N/A	N/A	N/A	N/A	2	N/A	21919	1.27743054	0.65	106	0.68386194
5085	41	N/A	6	N/A	N/A	3	N/A	2	4	N/A	71488	0.783348254	0.74	177	0.68016811
5087	9	1	1	N/A	N/A	N/A	N/A	N/A	2	N/A	15722	0.826866811	0.6	65	0.740891145
5089	11	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	16401	0.914578379	0.6	70	0.711431743
5091	42	4	3	N/A	N/A	1	1	2	1	1	43537	1.263293291	0.69	106	0.715205524
5093	42	4	3	N/A	N/A	N/A	N/A	2	2	N/A	44282	1.196874577	0.66	149	0.638302949
5095	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7598	1.05290866	0.58	49	0.692093422
5097	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9089	0.550115524	0.51	44	0.628624192
5099	7	1	2	N/A	N/A	N/A	N/A	N/A	1	N/A	8703	1.263931977	0.53	38	0.67883651
5101	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7910	0.379266751	0.53	54	0.637360724
5103	39	N/A	2	N/A	N/A	1	N/A	3	1	N/A	24789	1.855661785	0.59	114	0.640484322
5105	7	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10239	0.781326301	0.59	30	0.678848474
5107	22	N/A	3	N/A	N/A	N/A	N/A	1	1	N/A	19901	1.356715743	0.49	96	0.579424229
5109	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	10995	0.90950432	0.57	38	0.675222816
5111	27	N/A	1	N/A	N/A	N/A	N/A	N/A	2	N/A	24150	1.242236025	0.67	68	0.62879481
5113	28	1	3	N/A	N/A	N/A	1	1	2	N/A	20254	1.777426681	0.61	106	0.708547322
5115	62	7	3	N/A	N/A	3	1	9	3	N/A	63047	1.395784098	0.74	273	0.608249263
5117	11	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	8315	1.563439567	0.55	31	0.700490633
5119	382	48	55	14	35	30	2	43	13	1	392490	1.587301587	0.72	2522	0.671830345
5121	11	1	2	N/A	N/A	N/A	N/A	3	1	N/A	17550	1.025641026	0.71	78	0.605038602
5123	21	N/A	2	N/A	N/A	N/A	N/A	N/A	2	N/A	26977	0.92671535	0.59	81	0.607218067
5125	66	5	6	N/A	N/A	1	1	12	2	N/A	115750	0.803455724	0.77	306	0.708743713
5127	10	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	10683	1.216886642	0.6	43	0.589187439
5129	5	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7916	0.757958565	0.54	52	0.681801403
5131	87	13	4	N/A	3	9	2	14	5	N/A	126990	1.078825104	0.73	547	0.633734271
5133	14	N/A	1	N/A	N/A	1	1	1	1	N/A	17388	1.092707614	0.61	56	0.673301197
5135	21	4	1	N/A	N/A	N/A	1	1	N/A	N/A	16923	1.654552975	0.62	84	0.649513957
5137	11	N/A	2	N/A	1	N/A	N/A	N/A	N/A	N/A	12450	1.124497992	0.6	67	0.705216017
5139	76	5	2	N/A	N/A	6	1	2	3	N/A	40175	2.364654636	0.71	220	0.708943828
5141	23	2	2	N/A	N/A	N/A	N/A	1	2	N/A	16880	1.777251185	0.56	97	0.734857143
5143	136	8	9	N/A	N/A	2	2	25	7	N/A	220682	0.856435958	0.75	860	0.657269988
5145	65	4	5	N/A	N/A	2	1	10	2	N/A	78643	1.1316964	0.69	242	0.564872811
5147	13	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	6884	2.324230099	0.57	32	0.655357579
5149	21	1	2	1	N/A	N/A	N/A	N/A	3	N/A	21916	1.277605402	0.58	69	0.634991497
6001	542	110	60	18	34	98	9	148	22	6	1612850	0.649161422	0.74	7798	0.734602312
6003	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1107	0.903342367	0.22	15	0.844760673
6005	21	2	3	N/A	N/A	N/A	1	4	2	N/A	36744	0.898105813	0.71	195	0.820769195
6007	100	20	9	N/A	3	5	2	18	8	N/A	224033	0.736498641	0.74	1001	0.740506226
6009	21	3	3	N/A	1	N/A	N/A	4	4	N/A	44575	0.807627594	0.58	298	0.750878886
6011	13	N/A	1	N/A	N/A	N/A	N/A	1	2	N/A	21351	0.796215634	0.71	98	0.777076626
6013	308	41	46	1	14	37	7	127	25	2	1111710	0.546905218	0.76	4291	0.787679001
6015	12	2	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	27194	0.588365081	0.74	131	0.7007031
6017	55	14	12	N/A	2	2	1	20	7	N/A	183050	0.617317673	0.65	792	0.802411555
6019	315	52	27	6	10	31	4	49	10	3	964983	0.525397857	0.73	2917	0.630996031
6021	17	1	3	4	N/A	N/A	1	N/A	1	N/A	28030	0.963253657	0.76	137	0.734412374
6023	68	15	17	N/A	3	4	2	19	3	N/A	134831	0.971586653	0.67	845	0.718033934
6025	50	14	7	N/A	N/A	1	N/A	12	2	N/A	179332	0.479557469	0.67	388	0.631323053
6027	8	3	2	N/A	N/A	N/A	1	1	2	N/A	18396	0.924113938	0.78	171	0.807151466
6029	226	49	24	5	9	21	5	42	14	2	874190	0.454134685	0.72	2319	0.665352817
6031	39	6	3	1	2	N/A	1	7	3	N/A	150108	0.413035947	0.71	339	0.659280243
6033	27	4	3	N/A	N/A	N/A	N/A	4	2	N/A	64156	0.623480267	0.61	279	0.669538585
6035	11	3	4	N/A	N/A	N/A	N/A	4	N/A	N/A	31732	0.693306441	0.67	166	0.756050955
6037	3275	546	283	76	135	283	46	845	114	37	10109436	0.557894624	0.73	37547	0.6685109
6039	44	6	8	N/A	N/A	1	1	7	5	N/A	154562	0.465832481	0.73	426	0.74129307
6041	73	31	16	5	7	8	1	66	6	4	260550	0.832853579	0.77	2191	0.867705209
6043	11	1	4	N/A	N/A	N/A	N/A	2	N/A	N/A	17636	1.020639601	0.57	146	0.833951075
6045	43	10	5	N/A	N/A	2	1	14	N/A	N/A	87683	0.855353945	0.71	653	0.703647142
6047	63	11	9	N/A	2	N/A	1	16	4	N/A	266087	0.398365948	0.74	653	0.627535646
6049	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9015	0.55463117	0.57	65	0.743795484
6051	4	1	2	1	N/A	N/A	N/A	2	N/A	N/A	14057	0.711389343	0.27	96	0.865953535
6053	106	29	20	3	3	18	2	24	14	N/A	431293	0.507775457	0.7	1692	0.742786698
6055	51	12	9	1	1	2	1	25	6	1	141551	0.77004048	0.75	809	0.784769672
6057	45	10	8	N/A	4	N/A	1	18	8	N/A	98763	0.951773437	0.69	693	0.82217237
6059	1075	136	99	10	38	64	15	356	47	13	3144961	0.589196496	0.75	11796	0.667060804
6061	160	16	19	5	2	11	2	53	17	1	371105	0.770671373	0.72	1594	0.821278595
6063	13	2	5	N/A	1	1	2	3	8	N/A	18570	1.884760366	0.54	189	0.759467836
6065	550	75	36	6	13	28	12	152	93	4	2328329	0.416178298	0.7	5798	0.701614895
6067	472	86	137	70	77	75	6	129	22	5	1481474	0.728328678	0.75	6550	0.739461639
6069	13	3	4	N/A	N/A	N/A	N/A	2	2	N/A	58308	0.411607327	0.75	201	0.716478555
6071	554	85	43	3	17	59	14	112	18	2	2110386	0.429779197	0.71	5462	0.682867513
6073	978	193	121	20	55	74	10	357	55	9	3265700	0.573230854	0.72	12111	0.762770993
6075	266	164	42	23	51	58	2	133	9	3	852537	0.880900184	0.72	6124	0.722263436
6077	213	30	19	N/A	6	23	4	42	13	N/A	715114	0.489432454	0.72	2170	0.698615036
6079	126	30	22	N/A	6	9	3	38	13	N/A	279116	0.884936729	0.75	1559	0.792153995
6081	184	57	24	8	18	28	5	110	11	5	758333	0.593406854	0.76	3282	0.790404054
6083	184	43	27	2	9	15	2	54	14	1	441228	0.795507085	0.74	2514	0.800611783
6085	505	105	71	7	34	49	8	242	22	9	1896040	0.554840615	0.77	8361	0.786331506
6087	100	22	16	2	7	6	1	38	6	N/A	271401	0.729547791	0.74	1418	0.757582448
6089	85	13	12	N/A	3	9	4	16	8	N/A	179747	0.834506278	0.76	942	0.761560333
6091	1	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	2979	0.67136623	0.45	40	0.771711092
6093	33	4	6	N/A	3	1	1	5	3	N/A	43465	1.28839296	0.72	401	0.769676821
6095	139	19	13	1	6	13	2	41	6	1	430791	0.559436014	0.73	1509	0.727711902
6097	174	34	32	3	6	14	3	63	19	1	499674	0.698455393	0.75	2709	0.831715422
6099	191	15	14	2	5	19	2	42	6	1	531951	0.558322101	0.74	1632	0.667080276
6101	27	5	3	N/A	5	3	1	10	2	N/A	95604	0.58574955	0.75	323	0.735317818
6103	29	1	4	N/A	3	1	1	1	3	N/A	62961	0.682962469	0.73	268	0.737056521
6105	5	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	13128	0.457038391	0.48	111	0.705195128
6107	142	16	18	N/A	2	8	3	11	6	1	457260	0.452696497	0.73	1241	0.695572006
6109	29	4	6	N/A	2	N/A	N/A	5	3	N/A	53872	0.90956341	0.66	354	0.777078284
6111	280	57	22	4	13	27	7	92	17	1	846119	0.614570764	0.76	3110	0.765840337
6113	67	13	17	2	5	5	2	17	7	1	209250	0.649940263	0.77	905	0.728818038
6115	23	4	1	N/A	N/A	1	N/A	2	2	N/A	73883	0.446652139	0.74	238	0.654159057
8001	125	23	13	4	6	20	4	30	2	1	481169	0.473845988	0.75	1151	0.682342647
8003	11	5	N/A	N/A	N/A	1	1	3	1	N/A	16318	1.348204437	0.67	112	0.670628183
8005	265	30	35	7	22	19	6	77	14	2	619634	0.769809275	0.77	2420	0.742521884
8007	15	N/A	2	N/A	N/A	N/A	N/A	1	N/A	N/A	12210	1.474201474	0.44	115	0.66155811
8009	4	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3635	1.375515818	0.55	41	0.710766115
8011	3	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5773	0.866100814	0.75	28	0.686947294
8013	147	32	22	6	14	3	2	63	9	2	313864	0.955828002	0.78	2059	0.720867938
8014	21	1	4	1	1	N/A	1	8	2	N/A	61875	0.63030303	0.8	223	0.764086067
8015	24	5	2	N/A	N/A	N/A	1	4	3	N/A	18459	2.112790509	0.62	187	0.767909571
8017	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1854	1.618122977	0.56	23	0.744550409
8019	3	2	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	9171	0.654236179	0.55	48	0.719944841
8021	4	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	8268	0.604741171	0.5	39	0.736133549
8023	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3552	0.563063063	0.37	26	0.67611336
8025	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5613	0.712631391	0.63	30	0.676576577
8027	9	N/A	1	N/A	N/A	N/A	N/A	N/A	1	N/A	4347	2.530480791	0.38	70	0.765219842
8029	32	3	4	1	N/A	N/A	1	1	N/A	N/A	29955	1.402103155	0.65	268	0.757900247
8031	314	90	88	19	41	40	4	101	7	7	663963	1.070842803	0.75	4359	0.624101944
8033	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1975	0.506329114	0.39	17	0.745062837
8035	109	3	12	4	3	4	2	39	10	N/A	314850	0.590757504	0.8	1046	0.78460332
8037	25	4	5	2	2	N/A	1	11	2	N/A	53026	0.980651001	0.42	332	0.676273159
8039	15	1	1	N/A	N/A	1	N/A	N/A	1	N/A	24170	0.786098469	0.76	101	0.753587754
8041	405	49	19	7	15	18	6	68	7	2	662874	0.899115066	0.76	2813	0.680626737
8043	34	6	1	N/A	N/A	1	1	4	3	N/A	46381	1.078027641	0.7	261	0.630882853
8045	33	7	4	N/A	1	N/A	2	4	4	N/A	57443	0.957470884	0.64	357	0.691915183
8047	3	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	5722	0.699056274	0.5	28	0.655795678
8049	14	1	5	N/A	1	N/A	N/A	3	N/A	N/A	14477	1.657802031	0.33	134	0.676108679
8051	15	3	4	N/A	N/A	1	N/A	2	2	N/A	15727	1.716792777	0.41	155	0.643764391
8053	3	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	781	6.402048656	0.2	22	0.810810811
8055	5	1	N/A	N/A	N/A	N/A	N/A	1	2	N/A	6433	1.399036219	0.42	69	0.735154394
8057	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	N/A	N/A	1395	1.433691756	0.39	25	0.674622116
8059	245	34	19	10	14	14	10	77	7	N/A	559042	0.769172978	0.81	2582	0.750588184
8061	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1411	2.834868887	0.55	17	0.765144455
8063	13	1	N/A	N/A	N/A	N/A	1	N/A	2	N/A	7813	2.175860745	0.64	50	0.721075185
8065	5	2	1	N/A	N/A	N/A	1	1	N/A	N/A	7367	1.357404642	0.47	62	0.615758558
8067	33	6	6	N/A	N/A	1	N/A	9	3	N/A	53850	1.077065924	0.59	372	0.702974828
8069	175	26	12	6	10	6	3	42	5	4	324657	0.890170241	0.75	1902	0.747380559
8071	8	1	1	N/A	N/A	4	1	4	1	N/A	14071	1.421363087	0.55	115	0.666407692
8073	6	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5508	1.452432825	0.6	49	0.700888753
8075	23	2	2	N/A	N/A	1	1	2	1	N/A	21954	1.457593149	0.67	145	0.740764797
8077	86	13	7	1	1	10	1	11	3	1	147890	0.906078842	0.76	627	0.681741292
8079	2	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	695	5.755395683	0.21	15	0.776583035
8081	12	2	N/A	N/A	N/A	N/A	1	1	1	N/A	12932	1.314568512	0.64	73	0.651939541
8083	18	3	4	N/A	1	N/A	1	N/A	N/A	N/A	25799	1.046552192	0.63	152	0.633772381
8085	25	5	5	N/A	N/A	N/A	1	5	1	N/A	40832	1.028605016	0.7	236	0.736149205
8087	23	3	2	N/A	1	N/A	1	3	1	N/A	28246	1.20371026	0.67	157	0.698625697
8089	23	1	1	N/A	N/A	1	2	N/A	2	N/A	18430	1.627780792	0.72	156	0.660112812
8091	6	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	4625	1.945945946	0.47	61	0.729052823
8093	10	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16260	0.799507995	0.41	102	0.719023491
8095	10	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	4391	2.96060123	0.71	46	0.719504447
8097	14	8	1	1	N/A	N/A	1	7	3	N/A	17599	1.988749361	0.4	251	0.675268097
8099	15	2	1	N/A	1	N/A	1	2	2	N/A	12049	1.991866545	0.67	98	0.663076084
8101	88	15	9	1	1	10	2	13	4	N/A	161759	0.884031182	0.72	627	0.663433408
8103	6	N/A	1	N/A	N/A	1	N/A	N/A	N/A	N/A	6681	1.197425535	0.56	36	0.713317806
8105	11	3	2	N/A	N/A	N/A	1	1	1	N/A	11611	1.636379295	0.56	122	0.697818136
8107	16	4	4	1	1	N/A	1	6	3	N/A	23917	1.505205502	0.44	193	0.702929533
8109	7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6199	1.129214389	0.41	59	0.679647659
8111	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	719	1.390820584	0.32	19	0.766666667
8113	1	4	2	N/A	N/A	N/A	N/A	1	N/A	N/A	7782	1.028013364	0.33	103	0.642415094
8115	3	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	2334	1.713796058	0.62	35	0.794536817
8117	12	2	2	1	1	1	N/A	N/A	1	N/A	29451	0.679094088	0.29	216	0.600824014
8119	24	2	2	N/A	1	1	N/A	3	1	N/A	23378	1.454358799	0.57	188	0.672670714
8121	7	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4786	1.880484747	0.62	38	0.783489568
8123	122	15	12	2	6	3	2	22	9	1	276379	0.701934662	0.75	920	0.713979369
8125	11	1	1	1	N/A	N/A	N/A	N/A	2	N/A	10257	1.559910305	0.67	103	0.717848181
9001	401	87	40	5	21	52	3	212	39	3	945816	0.912439629	0.74	5573	0.710296093
9003	446	98	66	13	37	91	11	129	30	1	896871	1.028018522	0.77	4636	0.712142036
9005	112	17	6	3	10	8	3	19	14	N/A	184910	1.038342978	0.76	1160	0.72545249
9007	91	15	9	2	4	11	2	22	10	N/A	164757	1.007544444	0.8	1007	0.744114372
9009	380	79	35	3	24	75	9	100	27	1	861238	0.851100393	0.74	4194	0.676769059
